t,EEG,S1,S2,S3,ES1,ES2,ES3,,f,TS1,TS2,TS3,PSD
154,-0.056923763247688,0.046179860019678,0.068440267123445,0.036269470987944,-0.002628731418572,-0.003895877562344,-0.002064594779637,,,,,,
155,0.173006667550851,0.046714700392063,0.068442711027515,0.035157335979953,0.008081954640467,0.011841045353016,0.006082453537857,,,,,,
156,0.200641435271706,0.047249128779387,0.068428654093374,0.034031892951108,0.009480133013634,0.013729623371006,0.006828207846723,,,,,,
157,0.220149748610425,0.047783021637571,0.068397977974815,0.032893624426354,0.010519420201358,0.015057797656617,0.007241523148348,,,,,,
158,0.317703372357998,0.048316254711082,0.068350570404409,0.031743021780988,0.015350237061419,0.021715206720073,0.010084865068653,,,,,,
159,0.46971870893066,0.048848703076655,0.068286325278969,0.030580584990714,0.022945149742104,0.032075364547657,0.014364272900183,,,,,,
160,0.172247073150147,0.049380241187537,0.068205142742146,0.02940682237554,0.008505602016002,0.011748136211123,0.005065239084833,,,,,,
161,-0.070513268787904,0.049910742918237,0.068106929264068,0.028222250337642,-0.003519369630798,-0.004802442209516,-0.001990043123858,,,,,,
162,0.010277553382607,0.050440081609766,0.067991597717986,0.027027393093375,0.000518400631367,0.000698787275115,0.00027777547531,,,,,,
163,-0.081898744860681,0.050968130115339,0.067859067453871,0.025822782399564,-0.004174225884342,-0.005557572451888,-0.002114853467335,,,,,,
164,-0.031054148229422,0.051494760846524,0.067709264368895,0.024608957274259,-0.001599125936367,-0.002102653532217,-0.000764210206966,,,,,,
165,0.055476916770156,0.052019845819813,0.067542120974759,0.02338646371211,0.002885900656942,0.003747028623797,0.001297408900905,,,,,,
166,0.155813308576183,0.052543256703595,0.067357576461806,0.022155854394535,0.008186938670355,0.010495206846187,0.003452176977545,,,,,,
167,0.312964950144082,0.053064864865507,0.067155576759881,0.020917688394857,0.016607442787036,0.021017341732553,0.006546503305626,,,,,,
168,-0.089389792498101,0.053584541420145,0.066936074595881,0.019672530878588,-0.004789911038653,-0.005983401818763,-0.001758523453149,,,,,,
169,0.228854941583573,0.054102157277111,0.066699029547967,0.018420952799048,0.012381546043199,0.015264402510881,0.00421572607674,,,,,,
170,0.21834119051351,0.054617583189366,0.066444408096369,0.017163530588491,0.011925268136537,0.014507551166727,0.003747505702106,,,,,,
171,0.073419018796947,0.055130689801878,0.066172183670775,0.015900845844949,0.004047641150853,0.00485829679676,0.001167424499978,,,,,,
172,-0.048258358552671,0.055641347700537,0.065882336694238,0.014633485014968,-0.002685160107686,-0.003179373426478,-0.000706187966727,,,,,,
173,-0.06764971846779,0.056149427461304,0.06557485462358,0.013362039072444,-0.003798492959885,-0.004436120453851,-0.000903938181406,,,,,,
174,-0.292335330785276,0.05665479969959,0.065249731986258,0.01208710319375,-0.016562199610753,-0.019074801983853,-0.003533487310381,,,,,,
175,-0.097318511194975,0.057157335119821,0.064906970413649,0.010809276429369,-0.005562466757733,-0.006316649726833,-0.001051942689201,,,,,,
176,-0.111697753770844,0.057656904565177,0.064546578670731,0.009529161372219,-0.00644014672931,-0.007209707851114,-0.001064385920597,,,,,,
177,0.275443398160094,0.058153379067482,0.064168572682141,0.008247363822905,0.016017964344839,0.017674809714652,0.002271681917244,,,,,,
178,0.289429580776233,0.058646629897208,0.063772975554559,0.006964492452075,0.016974069505088,0.018457785579609,0.002015730130723,,,,,,
179,0.101704867432691,0.059136528613581,0.06335981759542,0.005681158460125,0.006014472803074,0.006444001849102,0.000577801468051,,,,,,
180,-0.024196095925922,0.059622947114764,0.062929136327918,0.004397975234445,-0.001442642547775,-0.001522639419126,-0.000106413830652,,,,,,
181,-0.112259612486285,0.06010575768808,0.062480976502284,0.003115558004439,-0.006747449066258,-0.007014090209911,-0.000349751334257,,,,,,
182,-0.35535755193576,0.060584833060266,0.062015390103324,0.001834523494524,-0.021529277960733,-0.022037637209458,-0.000651911777983,,,,,,
183,-0.442349196397352,0.061060046447721,0.061532436354201,0.000555489575342,-0.027009862478134,-0.027218823773652,-0.00024572036726,,,,,,
184,-0.264989932359927,0.061531271606728,0.061032181716444,-0.0007209250866,-0.016305167501087,-0.016172913704819,0.000191037889935,,,,,,
185,-0.3168232074175,0.061998382883626,0.060514699886184,-0.001994101380637,-0.019642526519889,-0.019172461313848,0.000631777595329,,,,,,
186,-0.173850661329411,0.062461255264906,0.059980071786589,-0.003263420104771,-0.010858930535269,-0.010427575146684,0.00056734774341,,,,,,
187,-0.338369162878742,0.062919764427202,0.059428385556522,-0.004528262319393,-0.02129010801776,-0.020108733071995,0.001532224330308,,,,,,
188,-0.196638493350535,0.063373786787158,0.05885973653538,-0.005788009701671,-0.012461725951745,-0.011574089911327,0.001138145507235,,,,,,
189,-0.272187993585647,0.063823199551138,0.058274227244156,-0.007042044900371,-0.017371908630041,-0.015861544991341,0.001916760072172,,,,,,
190,-0.287850106704928,0.064267880764767,0.057671967362681,-0.008289751890892,-0.018499516335838,-0.016600881959231,0.002386205966351,,,,,,
191,-0.341781309154921,0.064707709362264,0.057053073703087,-0.009530516330277,-0.022115885618251,-0.019499674221553,0.003257352348284,,,,,,
192,0.088009259817456,0.065142565215543,0.056417670179471,-0.010763725911976,0.00573314894723,0.004965277393121,-0.000947307550391,,,,,,
193,0.27256176225901,0.065572329183074,0.055765887773781,-0.011988770720121,0.017872509597567,0.01519964864556,-0.003267680474795,,,,,,
194,0.043612775654397,0.065996883158454,0.055097864497926,-0.013205043583095,0.002878307259079,0.002402970803384,-0.000575908603296,,,,,,
195,0.122210299135509,0.066416110118685,0.054413745352135,-0.014411940426158,0.008116732685021,0.006649920096568,-0.001761287550604,,,,,,
196,0.212517633441445,0.066829894172116,0.053713682279561,-0.015608860622897,0.0142025309526,0.011415104641478,-0.003317158120295,,,,,,
197,0.192768179023137,0.067238120606045,0.052997834117165,-0.016795207345276,0.012961370070165,0.010216295974936,-0.003237581536265,,,,,,
198,0.107212529690495,0.067640675933932,0.05226636654289,-0.017970387912059,0.007251927976852,0.005603609374794,-0.001926650747571,,,,,,
199,0.020773098301161,0.068037447942223,0.051519452019151,-0.019133814135368,0.001413348594264,0.001070218641216,-0.00039746860191,,,,,,
200,0.318354453272887,0.068428325736742,0.050757269732656,-0.020284902665158,0.0217844622283,0.016158802855364,-0.00645778909766,,,,,,
201,0.327421357865419,0.068813199788634,0.049980005530598,-0.021423075331381,0.022530911313859,0.01636452127695,-0.007014372414654,,,,,,
202,0.069523384656193,0.069191961979846,0.04918785185324,-0.022547759483609,0.004810459387842,0.003419705944805,-0.001567596555714,,,,,,
203,0.029193744800396,0.069564505648095,0.048381007662916,-0.023658388327898,0.002030848425056,0.001412422790897,-0.000690676951233,,,,,,
204,0.07530474203933,0.069930725631335,0.047559678369497,-0.024754401260673,0.005266115254291,0.003581469311088,-0.001864123801273,,,,,,
205,-0.095898190236198,0.070290518311666,0.046724075752339,-0.0258352441994,-0.006740733496853,-0.004480754305108,0.002477553163033,,,,,,
206,-0.277264013310988,0.070643781658686,0.045874417878775,-0.02690036990985,-0.019586978418152,-0.012719325209374,0.007458504520755,,,,,,
207,-0.272417077611256,0.070990415272256,0.045010929019154,-0.027949238329711,-0.019339001466878,-0.012261745743966,0.00761384982724,,,,,,
208,-0.071662306032144,0.071330320424649,0.044133839558512,-0.028981316888363,-0.005111695251642,-0.003162732716816,0.002076868000068,,,,,,
209,0.003067796814526,0.07166340010207,0.043243385904883,-0.029996080822576,0.000219848750551,0.000132661921528,-9.20218811957721E-05,,,,,,
210,-0.111186534682116,0.071989559045521,0.042339810394312,-0.030993013487945,-0.008004269603565,-0.004707616796841,0.003446005769081,,,,,,
211,0.040295880104655,0.072308703790993,0.041423361192622,-0.03197160666584,0.002913742858485,0.00166919079615,-0.00128832402896,,,,,,
212,0.047099675665248,0.072620742708958,0.04049429219397,-0.032931360865675,0.003420413428161,0.00190726802863,-0.001551056415989,,,,,,
213,-0.105659581137945,0.07292558604314,0.039552862916263,-0.033871785622292,-0.007705286875557,-0.004179138928539,0.003578878681246,,,,,,
214,-0.326866733382365,0.073223145948562,0.038599338393465,-0.034792399788266,-0.023934210524187,-0.012616839651393,0.011372478065324,,,,,,
215,-0.182628196626436,0.073513336528817,0.03763398906488,-0.035692731820927,-0.01342560807825,-0.006873027554778,0.006518499245127,,,,,,
216,-0.068818046998396,0.073796073872573,0.036657090661435,-0.036572320063921,-0.00507850168006,-0.002522669387963,0.002516835640999,,,,,,
217,-0.130192068869892,0.074071276089282,0.035668924089056,-0.037430713023112,-0.009643492677897,-0.004643811021517,0.004873181967754,,,,,,
218,-0.118225442795307,0.074338863344062,0.034669775309172,-0.038267469636647,-0.008788745035752,-0.004098849537541,0.004524188542449,,,,,,
219,-0.043439154077093,0.074598757891758,0.03365993521643,-0.039082159538999,-0.00324050693802,-0.001462159112091,0.00169769594988,,,,,,
220,0.139572456865889,0.074850884110142,0.03263969951367,-0.039874363318814,0.010447121793837,0.004555603052487,-0.00556536285437,,,,,,
221,-0.219944778692774,0.075095168532247,0.031609368584236,-0.04064367277039,-0.016516790223722,-0.006952315577878,0.008939363612745,,,,,,
222,-0.134713464112179,0.075331539877811,0.030569247361699,-0.041389691138626,-0.010148172693845,-0.004118089207397,0.005575748671817,,,,,,
223,-0.000365304621469,0.075559929083821,0.029519645197039,-0.042112033357253,-2.76023912921739E-05,-1.07836628145974E-05,1.53837204048525E-05,,,,,,
224,-0.05659460567405,0.075780269334135,0.028460875723384,-0.04281032628023,-0.004288754460839,-0.001610732038703,0.002422833534607,,,,,,
225,-0.115011032204391,0.075992496088164,0.027393256718357,-0.043484208906099,-0.008739975414888,-0.003150526730618,0.005001163750882,,,,,,
226,-0.234582042223803,0.076196547108612,0.02631710996413,-0.044133332595197,-0.017874341631141,-0.006173521400814,0.010352887290324,,,,,,
227,0.062556818866878,0.076392362488245,0.025232761105233,-0.044757361279542,0.00477886318299,0.001578481265971,-0.002799878142524,,,,,,
228,-0.00777848780429,0.076579884675674,0.02414053950422,-0.045355971665271,-0.000595675699004,-0.000187776892123,0.00035280087245,,,,,,
229,-0.004329085231315,0.076759058500158,0.023040778095259,-0.045928853427498,-0.000332296506523,-9.97454921701814E-05,0.000198829921064,,,,,,
230,-0.043353548993839,0.076929831195388,0.021933813235726,-0.046475709397443,-0.003335181205817,-0.000950908646737,0.002014886944385,,,,,,
231,-0.050516644763019,0.077092152422253,0.020819984555893,-0.04699625574172,-0.003894436877931,-0.001051755763782,0.002374093156496,,,,,,
232,-0.251630716550718,0.077245974290583,0.019699634806786,-0.047490222133664,-0.019437459861398,-0.004957033222219,0.011949998624647,,,,,,
233,-0.249195191646873,0.077391251379834,0.018573109706294,-0.047957351916577,-0.019285527719389,-0.004628329632738,0.011950741501728,,,,,,
234,-0.117933662089005,0.077527940758731,0.017440757783626,-0.048397402258779,-0.009143153967897,-0.00205685243503,0.005707682883972,,,,,,
235,-0.157694208996974,0.077656002003839,0.016302930222191,-0.048810144300371,-0.012245901809863,-0.002570877685721,0.007697077096475,,,,,,
236,0.019504696222525,0.07777539721706,0.015159980700993,-0.049195363291605,0.001516985496305,0.000295690818312,-0.00095954061656,,,,,,
237,-0.115847791750564,0.077886091042047,0.014012265234628,-0.049552858722767,-0.009022931655304,-0.001623289984855,0.00574058925796,,,,,,
238,0.059546172488214,0.077988050679522,0.012860142011976,-0.049882444445482,0.004643889917782,0.000765772234468,-0.002970308641084,,,,,,
239,0.035741930816624,0.078081245901497,0.011703971233673,-0.050183948785376,0.002790774489087,0.000418322530114,-0.001793671225592,,,,,,
240,-0.128166483801348,0.07816564906438,0.01054411494845,-0.050457214645994,-0.010018216394632,-0.00135140213774,0.006466923783587,,,,,,
241,-0.18361687505275,0.078241235120968,0.009380936888446,-0.050702099603926,-0.01436641109318,-0.001722498316523,0.009309761087886,,,,,,
242,0.058703384415052,0.07830798163132,0.008214802303568,-0.050918475995066,0.00459694354847,0.00048223669752,-0.002989086870167,,,,,,
243,0.081279012286138,0.078365868772494,0.007046077795006,-0.051106230991944,0.006369500410773,0.000572698243669,-0.004153863976692,,,,,,
244,0.074379965999108,0.07841487934716,0.005875131147984,-0.051265266672091,0.005832496059666,0.000436992055027,-0.003813108792005,,,,,,
245,0.251232833769397,0.078454998791063,0.004702331163849,-0.051395500077374,0.019710471669653,0.001181379983616,-0.012912237127434,,,,,,
246,0.274129179276336,0.078486215179358,0.003528047491594,-0.051496863264277,0.021515361751623,0.000967140763319,-0.014116792861942,,,,,,
247,0.216629088848431,0.078508519231784,0.002352650458898,-0.051569303345082,0.017007228988021,0.00050965252529,-0.011171411196194,,,,,,
248,0.248037714464848,0.078521904316703,0.001176510902788,-0.051612782519928,0.019476393682143,0.00029181907537,-0.012801916613414,,,,,,
249,0.180807581475542,0.078526366453978,1.54965215751567E-14,-0.05162727809973,0.014198162400606,2.80188858728764E-15,-0.009334603291377,,,,,,
250,0.079722446617394,0.078521904316703,-0.001176510902757,-0.051612782519928,0.006259958325184,-9.37943276398183E-05,-0.00411469729922,,,,,,
251,0.154679945502116,0.078508519231785,-0.002352650458867,-0.051569303345082,0.012143693476224,-0.000363907844763,-0.007976737030999,,,,,,
252,0.099645522613005,0.078486215179358,-0.003528047491563,-0.051496863264276,0.007820799929464,-0.0003515541361,-0.005131431852899,,,,,,
253,0.137932697524687,0.078454998791064,-0.004702331163818,-0.051395500077373,0.010821509617548,-0.00064860522208,-0.007089119966302,,,,,,
254,0.26005859728234,0.07841487934716,-0.005875131147953,-0.051265266672089,0.020392463529087,-0.001527878365186,-0.013331973340049,,,,,,
255,0.13637733756134,0.078365868772495,-0.007046077794975,-0.051106230991942,0.010687328538874,-0.000960925329929,-0.006969731715476,,,,,,
256,0.024257586901217,0.078307981631321,-0.008214802303537,-0.050918475995064,0.001899562669481,-0.000199271280754,-0.001235159356328,,,,,,
257,-0.09893295072282,0.07824123512097,-0.009380936888415,-0.050702099603924,-0.007740636258715,0.000928083766915,0.005016108321659,,,,,,
258,-0.022885494158357,0.078165649064381,-0.010544114948419,-0.050457214645991,-0.001788859505047,0.000241307281057,0.001154738291028,,,,,,
259,0.079724858028189,0.078081245901499,-0.011703971233642,-0.050183948785373,0.006225016244161,-0.000933097444968,-0.004000908192208,,,,,,
260,0.208611147952109,0.077988050679524,-0.012860142011946,-0.049882444445479,0.016269176778803,-0.002682768987939,-0.010406033998429,,,,,,
261,0.29965396255079,0.077886091042049,-0.014012265234597,-0.049552858722763,0.023338875808342,-0.00419883080186,-0.014848710471995,,,,,,
262,0.1762017868554,0.077775397217063,-0.015159980700962,-0.049195363291601,0.013704163963035,-0.002671215688203,-0.008668310916981,,,,,,
263,0.143671855218896,0.077656002003842,-0.016302930222161,-0.048810144300367,0.011156981876774,-0.002342272230522,-0.007012643985136,,,,,,
264,0.029609713162686,0.077527940758734,-0.017440757783596,-0.048397402258774,0.00229558008796,-0.000516415835312,-0.001433033198701,,,,,,
265,-0.059151906823087,0.077391251379838,-0.018573109706264,-0.047957351916572,-0.004577840090542,0.00109863485476,0.002836768812051,,,,,,
266,0.005394446520937,0.077245974290587,-0.019699634806756,-0.047490222133659,0.000416699277268,-0.000106268626447,-0.000256183463567,,,,,,
267,0.329024946044683,0.077092152422258,-0.020819984555863,-0.046996255741715,0.025365241291202,-0.006850294295144,-0.01546294050972,,,,,,
268,0.145854181989173,0.076929831195392,-0.021933813235696,-0.046475709397437,0.011220537599569,-0.003199138387396,-0.00677867657653,,,,,,
269,0.178215314869965,0.076759058500163,-0.02304077809523,-0.045928853427493,0.013679639779729,-0.00410621952309,-0.008185225075197,,,,,,
270,0.200219438382426,0.07657988467568,-0.024140539504191,-0.045355971665265,0.015332781501156,-0.004833405261778,-0.009081147174109,,,,,,
271,-0.135617743160636,0.076392362488251,-0.025232761105204,-0.044757361279535,-0.010360159795366,0.003422010114799,0.006069892326556,,,,,,
272,-0.100030142634949,0.076196547108619,-0.026317109964101,-0.044133332595191,-0.007621951475566,0.002632504263449,0.004414663554453,,,,,,
273,-0.054237451621071,0.07599249608817,-0.027393256718328,-0.043484208906093,-0.004121639330147,0.001485740436004,0.002358472676825,,,,,,
274,-0.102569358203017,0.075780269334142,-0.028460875723355,-0.042810326280223,-0.007772733590055,0.00291921375684,0.004391027691024,,,,,,
275,0.060678329856883,0.075559929083829,-0.029519645197011,-0.042112033357246,0.004584850300911,-0.001791202768522,-0.002555287850995,,,,,,
276,-0.060036894585177,0.075331539877819,-0.030569247361671,-0.041389691138618,-0.004522671718584,0.001835282681401,0.002484908523802,,,,,,
277,-0.060661449981312,0.075095168532255,-0.031609368584208,-0.040643672770382,-0.004555381809758,0.001917470131312,0.002465504122817,,,,,,
278,-0.065886977175997,0.07485088411015,-0.032639699513642,-0.039874363318805,-0.004931698492969,0.002150531136887,0.002627201265894,,,,,,
279,0.020459614897696,0.074598757891767,-0.033659935216403,-0.039082159538991,0.001526261858312,-0.000688669312009,-0.000799605933538,,,,,,
280,0.00964841630596,0.074338863344071,-0.034669775309145,-0.038267469636638,0.000717252301255,-0.000334508425417,-0.00036922047803,,,,,,
281,0.194263253716587,0.074071276089291,-0.035668924089028,-0.037430713023103,0.014389327100045,-0.006929161250105,-0.0072714121008,,,,,,
282,0.371936001157477,0.073796073872583,-0.036657090661408,-0.036572320063911,0.02744741661729,-0.013634091714671,-0.013602562477623,,,,,,
283,0.316750865093623,0.073513336528827,-0.037633989064853,-0.035692731820917,0.023285412941425,-0.011920598593216,-0.01130570368183,,,,,,
284,0.314821736456914,0.073223145948573,-0.038599338393439,-0.034792399788256,0.023052237956368,-0.012151910739111,-0.010953403716842,,,,,,
285,0.030520020738133,0.072925586043151,-0.039552862916237,-0.033871785622282,0.002225690398377,-0.001207154196456,-0.00103376759963,,,,,,
286,0.257695414702372,0.072620742708969,-0.040494292193944,-0.032931360865664,0.018714032408382,-0.010435193419998,-0.008486260694991,,,,,,
287,0.058975873834987,0.072308703791006,-0.041423361192596,-0.031971606665829,0.00426446899195,-0.002442978923516,-0.001885553441026,,,,,,
288,0.09470092477604,0.071989559045534,-0.042339810394287,-0.030993013487934,0.006817477815831,-0.004009619199181,-0.002935067038904,,,,,,
289,0.167593050314086,0.071663400102083,-0.043243385904858,-0.029996080822565,0.012010287818987,-0.007247290949704,-0.005027134682522,,,,,,
290,-0.026173452778548,0.071330320424662,-0.044133839558488,-0.028981316888352,-0.001866960773314,0.00115513496562,0.000758541129037,,,,,,
291,0.067470068363496,0.07099041527227,-0.04501092901913,-0.0279492383297,0.004789728171573,-0.003036890458025,-0.001885737020812,,,,,,
292,-0.293131096347918,0.0706437816587,-0.045874417878751,-0.026900369909838,-0.020707889167778,0.013447218407121,0.007885334923835,,,,,,
293,-0.317703372357998,0.07029051831168,-0.046724075752316,-0.025835244199389,-0.022331534712413,0.014844396436821,0.008207944207838,,,,,,
294,-0.179710389563414,0.06993072563135,-0.047559678369473,-0.024754401260661,-0.012567277945662,0.008546968327289,0.004448623093963,,,,,,
295,-0.261650128407625,0.069564505648111,-0.048381007662893,-0.023658388327886,-0.018201561835441,0.012658896867486,0.006190220343909,,,,,,
296,-0.134038269089331,0.069191961979862,-0.049187851853217,-0.022547759483597,-0.009274370818675,0.006593054522628,0.003022262653024,,,,,,
297,-0.197518658291033,0.068813199788651,-0.049980005530576,-0.021423075331369,-0.013591890894967,0.009871983633778,0.00423145709592,,,,,,
298,-0.115739278264749,0.068428325736758,-0.050757269732633,-0.020284902665145,-0.007919845033638,0.005874609765544,0.002347759994135,,,,,,
299,-0.162577315858643,0.06803744794224,-0.051519452019129,-0.019133814135355,-0.011061345664322,0.008375894223778,0.003110724144264,,,,,,
300,-0.266665862863068,0.06764067593395,-0.052266366542869,-0.017970387912046,-0.018037459212568,0.013937655732872,0.00479208899855,,,,,,
301,-0.160141790954798,0.067238120606063,-0.052997834117143,-0.016795207345263,-0.01076763305429,0.008487168072245,0.002689614583728,,,,,,
302,-0.339381955413014,0.066829894172134,-0.05371368227954,-0.015608860622884,-0.022680860164184,0.018229454524464,0.005297365639963,,,,,,
303,-0.15184653781695,0.066416110118703,-0.054413745352115,-0.014411940426145,-0.010085056376794,0.008262538841372,0.002188403256934,,,,,,
304,-0.328217123428062,0.065996883158473,-0.055097864497906,-0.013205043583082,-0.021661307145492,0.018084062592532,0.004334121419581,,,,,,
305,-0.313507517573156,0.065572329183093,-0.055765887773761,-0.011988770720107,-0.020557418143681,0.017483025041215,0.003758569747215,,,,,,
306,-0.154426747368548,0.065142565215562,-0.056417670179452,-0.010763725911962,-0.010059754461483,0.008712397299924,0.001662207182151,,,,,,
307,-0.021037147783311,0.064707709362283,-0.057053073703068,-0.009530516330264,-0.001361265644574,0.001200233942984,0.000200494880491,,,,,,
308,0.09043393337272,0.064267880764787,-0.057671967362662,-0.008289751890878,0.005811997247089,-0.005215502853949,-0.000749674870176,,,,,,
309,0.415546365401078,0.063823199551158,-0.058274227244138,-0.007042044900358,0.026521498601751,-0.024215643327858,-0.002926296163335,,,,,,
310,0.370525325841884,0.063373786787178,-0.058859736535362,-0.005788009701658,0.023481592999153,-0.021809023058733,-0.002144604180683,,,,,,
311,0.373467247012865,0.062919764427223,-0.059428385556504,-0.00452826231938,0.023498471203333,-0.022194555548207,-0.001691157662171,,,,,,
312,0.240116230000362,0.062461255264927,-0.059980071786572,-0.003263420104757,0.014997961135305,-0.014402188712543,-0.000783600132462,,,,,,
313,0.410952627834915,0.061998382883647,-0.060514699886167,-0.001994101380623,0.02547839836755,-0.024868674940862,-0.000819481202536,,,,,,
314,0.687348533259383,0.061531271606749,-0.061032181716428,-0.000720925086586,0.042293429288484,-0.041950380584407,-0.000495526800855,,,,,,
315,0.488467427868675,0.061060046447743,-0.061532436354185,0.000555489575356,0.029825843833871,-0.030056590916422,0.000271338564082,,,,,,
316,0.45362254186812,0.060584833060288,-0.062015390103308,0.001834523494538,0.027482645971464,-0.028131578893606,0.000832181210709,,,,,,
317,0.506975005727101,0.060105757688102,-0.062480976502269,0.003115558004453,0.030472116848157,-0.031676293420073,0.001579510037151,,,,,,
318,0.23528135135461,0.059622947114786,-0.062929136327904,0.004397975234459,0.014028167568911,-0.014806052234808,0.001034761556388,,,,,,
319,0.168931383305803,0.059136528613603,-0.063359817595406,0.005681158460139,0.009990015582599,-0.010703461632395,0.000959725957451,,,,,,
320,0.102599500837965,0.05864662989723,-0.063772975554545,0.006964492452089,0.006017114953285,-0.006543075458848,0.000714553449174,,,,,,
321,0.015097842993043,0.058153379067505,-0.064168572682128,0.008247363822919,0.000877990586676,-0.000968807035442,0.000124517404105,,,,,,
322,0.200388237138138,0.0576569045652,-0.064546578670718,0.009529161372233,0.011553765464662,-0.012934375113123,0.001909531848787,,,,,,
323,-0.008362652069593,0.057157335119844,-0.064906970413636,0.010809276429383,-0.000477986906832,0.000542794410461,-9.03942179029819E-05,,,,,,
324,-0.023772893331244,0.056654799699613,-0.065249731986246,0.012087103193764,-0.001346848509962,0.001551174918401,-0.000287345414909,,,,,,
325,-0.100372562967964,0.056149427461328,-0.065574854623569,0.013362039072458,-0.005635861943477,0.006581916224819,-0.001341182108181,,,,,,
326,0.07534573602286,0.05564134770056,-0.065882336694227,0.014633485014982,0.004192338295803,-0.004963953149132,0.001102570699033,,,,,,
327,0.101616850938642,0.055130689801902,-0.066172183670765,0.015900845844963,0.005602207087744,-0.006724208924356,0.001615793882026,,,,,,
328,0.136100025319813,0.054617583189389,-0.066444408096359,0.017163530588505,0.007433454454983,-0.009043085624274,0.002335956947673,,,,,,
329,0.270487948974548,0.054102157277134,-0.066699029547957,0.018420952799062,0.014633981556991,-0.01804128370102,0.004982645740775,,,,,,
330,0.041951313616031,0.053584541420169,-0.066936074595872,0.019672530878602,0.002247941902089,-0.002808056257597,0.000825288512509,,,,,,
331,0.04015842968929,0.05306486486553,-0.067155576759872,0.02091768839487,0.002131001644674,-0.002696862507555,0.000840021518668,,,,,,
332,-0.312434439768987,0.052543256703619,-0.067357576461797,0.022155854394548,-0.016416322971833,0.021044826666038,-0.006922251955364,,,,,,
333,-0.139596570973848,0.052019845819837,-0.06754212097475,0.023386463712123,-0.007261792099038,0.009428648484376,-0.003264670141417,,,,,,
334,-0.183978586672133,0.051494760846548,-0.067709264368886,0.024608957274272,-0.009473933321567,0.012457054763198,-0.004527521178795,,,,,,
335,-0.474891185087836,0.050968130115363,-0.067859067453861,0.025822782399577,-0.024204315712196,0.03222567296212,-0.012263011736,,,,,,
336,-0.44536345989221,0.05044008160979,-0.067991597717976,0.027027393093388,-0.022464169262982,0.030280973203277,-0.012037013299938,,,,,,
337,0.014797622348955,0.049910742918261,-0.068106929264058,0.028222250337655,0.00073856032486,-0.001007820618597,0.000417622202334,,,,,,
338,0.142791690278397,0.049380241187561,-0.068205142742136,0.029406822375553,0.007051088105527,-0.009739127617829,0.004199049872722,,,,,,
339,0.211227528665646,0.04884870307668,-0.068286325278959,0.030580584990727,0.010318190829409,-0.014423951730333,0.006459461392741,,,,,,
340,0.367064951349787,0.048316254711106,-0.068350570404398,0.031743021781,0.017735203684936,-0.025089098800221,0.011651750745738,,,,,,
341,0.479738120787567,0.047783021637595,-0.068397977974805,0.032893624426366,0.022923337005972,-0.032813117419302,0.015780325568197,,,,,,
342,0.419995418319488,0.047249128779412,-0.068428654093363,0.03403189295112,0.01984441760694,-0.028739721200982,0.01429323911621,,,,,,
343,0.332810860994225,0.046714700392088,-0.068442711027504,0.035157335979965,0.015547159658578,-0.022778477585843,0.011700743257755,,,,,,
344,0.304681754060213,0.046179860019703,-0.068440267123433,0.036269470987955,0.014070160753058,-0.020852500635517,0.011050646039446,,,,,,
345,0.418765598813586,0.045644730451712,-0.06842144671784,0.037367824544121,0.019114442880296,-0.028652548106488,0.01564835942158,,,,,,
346,0.30600802999795,0.045109433680339,-0.06838638004684,0.038451932548633,0.013803848934844,-0.020926781436825,0.011766600128821,,,,,,
347,0.492542712113722,0.044574090858552,-0.068335203152224,0.039521340463388,0.021954643601475,-0.033658006293439,0.019465948218207,,,,,,
348,0.348497088221464,0.044038822258645,-0.068268057785068,0.040575603535858,0.015347401325841,-0.023791219356631,0.014140479685075,,,,,,
349,0.467656952700177,0.043503747231437,-0.068185091306784,0.041614287016106,0.020344829861293,-0.031887232020114,0.019461210654743,,,,,,
350,0.082413581065603,0.042968984166112,-0.068086456587661,0.042636966366825,0.00354122785988,-0.005611248709457,0.003513865084064,,,,,,
351,0.130939606216617,0.042434650450711,-0.06797231190298,0.043643227466294,0.005556376419956,-0.008900267754209,0.005714627018459,,,,,,
352,0.07119569804314,0.0419008624333,-0.067842820826766,0.044632666804144,0.002983161149548,-0.004830116985977,0.003177653868648,,,,,,
353,0.230928754868036,0.041367735383826,-0.067698152123253,0.045604891669819,0.009552999623897,-0.01563344997669,0.010531480849203,,,,,,
354,0.308515897225672,0.040835383456673,-0.067538479636123,0.046559520333644,0.01259836496569,-0.020836694642196,0.014364352190131,,,,,,
355,0.346628244854652,0.040303919653948,-0.067363982175606,0.047496182220394,0.013970476930411,-0.02335025890795,0.016463518280352,,,,,,
356,0.222476760028455,0.039773455789487,-0.067174843403512,0.048414518075278,0.00884866957918,-0.014944841515832,0.010771105119727,,,,,,
357,0.058278976114976,0.039244102453625,-0.06697125171626,0.049314180122265,0.002287106109549,-0.003903015979162,0.002873979925475,,,,,,
358,0.224381774557205,0.038715968978722,-0.066753400125996,0.050194832214656,0.008687157823147,-0.014978246377998,0.011262805525926,,,,,,
359,-0.174779054485827,0.038189163405464,-0.066521486139869,0.051056149977844,-0.006674665871612,0.011626562450518,-0.008923545618814,,,,,,
360,-0.16709871110093,0.037663792449961,-0.066275711637536,0.051897820944184,-0.006293571173561,0.011074585991929,-0.00867205898872,,,,,,
