t,V
286,-0.040494292193944376
287,-0.041423361192596216
288,-0.04233981039428686
289,-0.043243385904857976
290,-0.04413383955848757
291,-0.045010929019129446
292,-0.045874417878750455
293,-0.04672407575231562
294,-0.04755967836947313
295,-0.04838100766289322
296,-0.049187851853217335
297,-0.04998000553057559
298,-0.05075726973263332
299,-0.05151945201912899
300,-0.052266366542868585
301,-0.0529978341171433
302,-0.05371368227953979
303,-0.054413745352114525
304,-0.05509786449790603
305,-0.055765887773760826
306,-0.05641767017945156
307,-0.05705307370306774
308,-0.05767196736266202
309,-0.05827422724413741
310,-0.05885973653536232
311,-0.059428385556504086
312,-0.059980071786572296
313,-0.060514699886166964
314,-0.06103218171642791
315,-0.06153243635418469
316,-0.06201539010330838
317,-0.062480976502268824
318,-0.06292913632790342
319,-0.06335981759540586
320,-0.06377297555454509
321,-0.06416857268212765
322,-0.06454657867071825
323,-0.06490697041363605
324,-0.06524973198624626
325,-0.06557485462356852
326,-0.06588233669422651
327,-0.06617218367076443
328,-0.066444408096359
329,-0.06669902954795713
330,-0.06693607459587197
331,-0.06715557675987162
332,-0.0673575764617974
333,-0.0675421209747503
334,-0.06770926436888604
335,-0.06785906745386132
336,-0.0679915977179761
337,-0.06810692926405784
338,-0.06820514274213635
339,-0.0682863252789589
340,-0.06835057040439793
341,-0.06839797797480449
342,-0.0684286540933629
343,-0.06844271102750375
344,-0.06844026712343329
345,-0.06842144671784015
346,-0.06838638004684026
347,-0.0683352031522238
348,-0.0682680577850683
349,-0.06818509130678437
350,-0.06808645658766105
351,-0.06797231190297975
352,-0.06784282082676638
353,-0.06769815212325325
354,-0.0675384796361227
355,-0.06736398217560592
356,-0.06717484340351161
357,-0.06697125171625966
358,-0.06675340012599638
359,-0.06652148613986883
360,-0.06627571163753582
361,-0.0660162827469952
362,-0.06574340971880656
363,-0.06545730679879003
364,-0.06515819209928209
365,-0.0648462874690298
366,-0.06452181836180569
367,-0.06418501370382583
368,-0.06383610576005387
369,-0.06347532999947454
370,-0.06310292495941998
371,-0.06271913210903285
372,-0.06232419571195028
373,-0.06191836268829255
374,-0.06150188247604084
375,-0.06107500689188834
376,-0.0606379899916487
377,-0.06019108793030603
378,-0.05973455882179032
379,-0.05926866259856196
380,-0.058793660871088844
381,-0.05830981678729929
382,-0.057817394892093345
383,-0.057316660986995
384,-0.056807881990027176
385,-0.05629132579589066
386,-0.055767261136528086
387,-0.05523595744215279
388,-0.05469768470282219
389,-0.0541527133306344
390,-0.053601314022625995
391,-0.05304375762444824
392,-0.052480314994897706
393,-0.051911256871376946
394,-0.05133685373635958
395,-0.05075737568493295
396,-0.05017309229349082
397,-0.04958427248964736
398,-0.04899118442344238
399,-0.04839409533990679
400,-0.04779327145305593
401,-0.04718897782137718
402,-0.04658147822487695
403,-0.04597103504375083
404,-0.0453579091387393
405,-0.04474235973322991
406,-0.04412464429716562
407,-0.04350501843281717
408,-0.04288373576247619
409,-0.042261047818124016
410,-0.04163720393312953
411,-0.04101245113602811
412,-0.04038703404643169
413,-0.03976119477311865
414,-0.039135172814350284
415,-0.03850920496045922
416,-0.03788352519875309
417,-0.03725836462077531
418,-0.036633951331962955
419,-0.03601051036373975
420,-0.035388263588080844
421,-0.03476742963458377
422,-0.03414822381007839
423,-0.033530858020806846
424,-0.032915540697202456
425,-0.03230247672129497
426,-0.03169186735676732
427,-0.03108391018168759
428,-0.030478799023937606
429,-0.029876723899357967
430,-0.029277870952627398
431,-0.028682422400892218
432,-0.028090556480160143
433,-0.027502447394470435
434,-0.026918265267850836
435,-0.02633817609906952
436,-0.025762341719188703
437,-0.025190919751924463
438,-0.02462406357681561
439,-0.024061922295202466
440,-0.02350464069901471
441,-0.02295235924236542
442,-0.022405214015946792
443,-0.021863336724221128
444,-0.021326854665398864
445,-0.02079589071419374
446,-0.020270563307343302
447,-0.019750986431881303
448,-0.019237269616146763
449,-0.018729517923512864
450,-0.018227831948816997
451,-0.017732307817471774
452,-0.017243037187235164
453,-0.016760107252616164
454,-0.016283600751891027
455,-0.015813595976703385
456,-0.015350166784220107
457,-0.014893382611813282
458,-0.01444330849423714
459,-0.01400000508326741
460,-0.01356352866976912
461,-0.013133931208157479
462,-0.01271126034321521
463,-0.01229555943922829
464,-0.011886867611400882
465,-0.011485219759508915
466,-0.011090646603750625
467,-0.010703174722751244
468,-0.010322826593677748
469,-0.009949620634418704
470,-0.009583571247782995
471,-0.009224688867670309
472,-0.008872980007165339
473,-0.008528447308506569
474,-0.008191089594879799
475,-0.007860901923985607
476,-0.0075378756433291325
477,-0.007221998447179892
478,-0.006913254435148537
479,-0.006611624172326781
480,-0.006317084750936133
481,-0.00602960985343049
482,-0.005749169816996965
483,-0.005475731699399008
484,-0.0052092593461052486
485,-0.004949713458647177
486,-0.004697051664148316
487,-0.004451228585967282
488,-0.004212195915396763
489,-0.003979902484360259
490,-0.0037542943390482405
491,-0.0035353148144350597
492,-0.0033229046096181006
493,-0.0031170018639203228
494,-0.0029175422336974576
495,-0.0027244589697911184
496,-0.002537682995569064
497,-0.002357142985494074
498,-0.0021827654441628533
